series	series_original	compartment
United Kingdom_IrishSea_IrSIntermediateE_fi03 ZN Limanda limanda LI Not_applicable	United Kingdom_IrishSea_IrSIntermediateE_fi03 ZN Limanda limanda LI Not_applicable	biota
United Kingdom_IrishSea_IrSIntermediateE_fi03 ZN Limanda limanda MU Not_applicable	United Kingdom_IrishSea_IrSIntermediateE_fi03 ZN Limanda limanda MU Not_applicable	biota
United Kingdom_IrishSea_IrSIntermediateE_fi05 ZN Limanda limanda MU Not_applicable	United Kingdom_IrishSea_IrSIntermediateE_fi05 ZN Limanda limanda MU Not_applicable	biota
United Kingdom_IrishSea_IrSIntermediateE_fi05 ZN Pleuronectes platessa LI Not_applicable	United Kingdom_IrishSea_IrSIntermediateE_fi05 ZN Pleuronectes platessa LI Not_applicable	biota
United Kingdom_IrishSea_IrSIntermediateE_fi05 ZN Pleuronectes platessa MU Not_applicable	United Kingdom_IrishSea_IrSIntermediateE_fi05 ZN Pleuronectes platessa MU Not_applicable	biota
United Kingdom_IrishSea_IrSOpenSea_fi04 ZN Limanda limanda LI Not_applicable	United Kingdom_IrishSea_IrSOpenSea_fi04 ZN Limanda limanda LI Not_applicable	biota
United Kingdom_IrishSea_IrSOpenSea_fi04 ZN Limanda limanda MU Not_applicable	United Kingdom_IrishSea_IrSOpenSea_fi04 ZN Limanda limanda MU Not_applicable	biota
United Kingdom_IrishSea_BelfastLoughInnr_sh10 ZN Mytilus edulis SB Not_applicable	United Kingdom_IrishSea_BelfastLoughInnr_sh10 ZN Mytilus edulis SB Not_applicable	biota
United Kingdom_IrishSea_BelfastLoughInnr_sh08 ZN Mytilus edulis SB Not_applicable	United Kingdom_IrishSea_BelfastLoughInnr_sh08 ZN Mytilus edulis SB Not_applicable	biota
United Kingdom_IrishSea_BelfastLoughInnr_sh12 ZN Mytilus edulis SB Not_applicable	United Kingdom_IrishSea_BelfastLoughInnr_sh12 ZN Mytilus edulis SB Not_applicable	biota
United Kingdom_IrishSea_DundrumBayInner_sh01 ZN Mytilus edulis SB Not_applicable	United Kingdom_IrishSea_DundrumBayInner_sh01 ZN Mytilus edulis SB Not_applicable	biota
United Kingdom_IrishSea_NewryEstuary_sh01 ZN Mytilus edulis SB Not_applicable	United Kingdom_IrishSea_NewryEstuary_sh01 ZN Mytilus edulis SB Not_applicable	biota
United Kingdom_IrishSea_StrangfordLoughS_sh02 ZN Mytilus edulis SB Not_applicable	United Kingdom_IrishSea_StrangfordLoughS_sh02 ZN Mytilus edulis SB Not_applicable	biota
Ireland_Barrow Suir Nore Estuary ZN Mytilus edulis SB Not_applicable	Ireland_Barrow Suir Nore Estuary ZN Mytilus edulis SB Not_applicable	biota
Ireland_Liffey Estuary Lower ZN Mytilus edulis SB Not_applicable	Ireland_Liffey Estuary Lower ZN Mytilus edulis SB Not_applicable	biota
Ireland_Waterford Harbour Stn 1 ZN Mytilus edulis SB Not_applicable	Ireland_Waterford Harbour Stn 1 ZN Mytilus edulis SB Not_applicable	biota
Ireland_Broadmeadow Water ZN Mytilus edulis SB Not_applicable	Ireland_Broadmeadow Water ZN Mytilus edulis SB Not_applicable	biota
United Kingdom_CardBay_DyfLeri_sh01 ZN Mytilus edulis SB Not_applicable	United Kingdom_CardBay_DyfLeri_sh01 ZN Mytilus edulis SB Not_applicable	biota
United Kingdom_CardBay_Mawddac_sh01 ZN Mytilus edulis SB Not_applicable	United Kingdom_CardBay_Mawddac_sh01 ZN Mytilus edulis SB Not_applicable	biota
United Kingdom_Clyde_ClydeEstuaryOuter_sh02 ZN Mytilus edulis SB Not_applicable	United Kingdom_Clyde_ClydeEstuaryOuter_sh02 ZN Mytilus edulis SB Not_applicable	biota
Ireland_Arthurstown ZN Mytilus edulis SB Not_applicable	Ireland_Arthurstown ZN Mytilus edulis SB Not_applicable	biota
Ireland_Boyne Estuary ZN Mytilus edulis SB Not_applicable	Ireland_Boyne Estuary ZN Mytilus edulis SB Not_applicable	biota
Ireland_Carlingford Lough Inner Stn 2 ZN Mytilus edulis SB Not_applicable	Ireland_Carlingford Lough Inner Stn 2 ZN Mytilus edulis SB Not_applicable	biota
Ireland_Cheekpoint ZN Mytilus edulis SB Not_applicable	Ireland_Cheekpoint ZN Mytilus edulis SB Not_applicable	biota
Ireland_Dublin Bay Stn 2 ZN Mytilus edulis SB Not_applicable	Ireland_Dublin Bay Stn 2 ZN Mytilus edulis SB Not_applicable	biota
Ireland_Duncannon ZN Crassostrea gigas SB Not_applicable	Ireland_Duncannon ZN Crassostrea gigas SB Not_applicable	biota
Ireland_Rogerstown Estuary ZN Mytilus edulis SB Not_applicable	Ireland_Rogerstown Estuary ZN Mytilus edulis SB Not_applicable	biota
Ireland_Slaney Estuary Lower ZN Mytilus edulis SB Not_applicable	Ireland_Slaney Estuary Lower ZN Mytilus edulis SB Not_applicable	biota
Ireland_Sutton ZN Mytilus edulis SB Not_applicable	Ireland_Sutton ZN Mytilus edulis SB Not_applicable	biota
Ireland_Wexford Harbour Outer ZN Mytilus edulis SB Not_applicable	Ireland_Wexford Harbour Outer ZN Mytilus edulis SB Not_applicable	biota
Ireland_Dundalk Bay Inner ZN Mytilus edulis SB Not_applicable	Ireland_Dundalk Bay Inner ZN Mytilus edulis SB Not_applicable	biota
United Kingdom_Clyde_LochLongNorth_sh01 ZN Mytilus edulis SB Not_applicable	United Kingdom_Clyde_LochLongNorth_sh01 ZN Mytilus edulis SB Not_applicable	biota
United Kingdom_Clyde_LochRyan_sh01 ZN Mytilus edulis SB Not_applicable	United Kingdom_Clyde_LochRyan_sh01 ZN Mytilus edulis SB Not_applicable	biota
United Kingdom_IrishSea_Conwy_sh02 ZN Mytilus edulis SB Not_applicable	United Kingdom_IrishSea_Conwy_sh02 ZN Mytilus edulis SB Not_applicable	biota
United Kingdom_IrishSea_DeeNWales_sh01 ZN Mytilus edulis SB Not_applicable	United Kingdom_IrishSea_DeeNWales_sh01 ZN Mytilus edulis SB Not_applicable	biota
United Kingdom_IrishSea_LiverpoolBay_sh01 ZN Mytilus edulis SB Not_applicable	United Kingdom_IrishSea_LiverpoolBay_sh01 ZN Mytilus edulis SB Not_applicable	biota
United Kingdom_IrishSea_Mersey_sh01 ZN Mytilus edulis SB Not_applicable	United Kingdom_IrishSea_Mersey_sh01 ZN Mytilus edulis SB Not_applicable	biota
United Kingdom_IrishSea_Ribble_sh01 ZN Mytilus edulis SB Not_applicable	United Kingdom_IrishSea_Ribble_sh01 ZN Mytilus edulis SB Not_applicable	biota
United Kingdom_Clyde_FirthCInnerDunoon_sh01 ZN Mytilus edulis SB Not_applicable	United Kingdom_Clyde_FirthCInnerDunoon_sh01 ZN Mytilus edulis SB Not_applicable	biota
United Kingdom_Clyde_ClydeEstuaryOuter_sh01 ZN Mytilus edulis SB Not_applicable	United Kingdom_Clyde_ClydeEstuaryOuter_sh01 ZN Mytilus edulis SB Not_applicable	biota
United Kingdom_IrishSea_IrSIntermediateE_fi02 ZN Limanda limanda LI Not_applicable	United Kingdom_IrishSea_IrSIntermediateE_fi02 ZN Limanda limanda LI Not_applicable	biota
United Kingdom_IrishSea_IrSIntermediateE_fi05 ZN Limanda limanda LI Not_applicable	United Kingdom_IrishSea_IrSIntermediateE_fi05 ZN Limanda limanda LI Not_applicable	biota
Ireland_Bannow Bay ZN Mytilus edulis SB Not_applicable	Ireland_Bannow Bay ZN Mytilus edulis SB Not_applicable	biota
France_Hendaye - Chingoudy 2 ZN Crassostrea gigas SB Not_applicable	France_Hendaye - Chingoudy 2 ZN Crassostrea gigas SB Not_applicable	biota
Spain_MGACHO ZN Mytilus edulis SB Not_applicable	Spain_MGACHO ZN Mytilus edulis SB Not_applicable	biota
Spain_MGAPOR ZN Mytilus edulis SB Not_applicable	Spain_MGAPOR ZN Mytilus edulis SB Not_applicable	biota
Spain_MGAFPA ZN Mytilus edulis SB Not_applicable	Spain_MGAFPA ZN Mytilus edulis SB Not_applicable	biota
Spain_MGAESP ZN Mytilus edulis SB Not_applicable	Spain_MGAESP ZN Mytilus edulis SB Not_applicable	biota
Spain_MASAVI ZN Mytilus edulis SB Not_applicable	Spain_MASAVI ZN Mytilus edulis SB Not_applicable	biota
Spain_MASRIB ZN Mytilus edulis SB Not_applicable	Spain_MASRIB ZN Mytilus edulis SB Not_applicable	biota
Spain_MCAURD ZN Mytilus edulis SB Not_applicable	Spain_MCAURD ZN Mytilus edulis SB Not_applicable	biota
Spain_MPVFUE ZN Mytilus edulis SB Not_applicable	Spain_MPVFUE ZN Mytilus edulis SB Not_applicable	biota
Spain_MGACTC ZN Mytilus edulis SB Not_applicable	Spain_MGACTC ZN Mytilus edulis SB Not_applicable	biota
Spain_MGAARO ZN Mytilus edulis SB Not_applicable	Spain_MGAARO ZN Mytilus edulis SB Not_applicable	biota
Spain_MPVBIA ZN Mytilus edulis SB Not_applicable	Spain_MPVBIA ZN Mytilus edulis SB Not_applicable	biota
Spain_MGACED ZN Mytilus edulis SB Not_applicable	Spain_MGACED ZN Mytilus edulis SB Not_applicable	biota
Spain_MGACOR ZN Mytilus edulis SB Not_applicable	Spain_MGACOR ZN Mytilus edulis SB Not_applicable	biota
Spain_MGASMO ZN Mytilus edulis SB Not_applicable	Spain_MGASMO ZN Mytilus edulis SB Not_applicable	biota
Spain_MGAPIN ZN Mytilus edulis SB Not_applicable	Spain_MGAPIN ZN Mytilus edulis SB Not_applicable	biota
Spain_MCASVI ZN Mytilus edulis SB Not_applicable	Spain_MCASVI ZN Mytilus edulis SB Not_applicable	biota
Spain_MCASPA ZN Mytilus edulis SB Not_applicable	Spain_MCASPA ZN Mytilus edulis SB Not_applicable	biota
Spain_MGAVSA ZN Mytilus edulis SB Not_applicable	Spain_MGAVSA ZN Mytilus edulis SB Not_applicable	biota
Spain_MCASUA ZN Mytilus edulis SB Not_applicable	Spain_MCASUA ZN Mytilus edulis SB Not_applicable	biota
Spain_MASGIJ ZN Mytilus edulis SB Not_applicable	Spain_MASGIJ ZN Mytilus edulis SB Not_applicable	biota
Spain_MASLUA ZN Mytilus edulis SB Not_applicable	Spain_MASLUA ZN Mytilus edulis SB Not_applicable	biota
Spain_MGARIB ZN Mytilus edulis SB Not_applicable	Spain_MGARIB ZN Mytilus edulis SB Not_applicable	biota
Spain_MCASPE ZN Mytilus edulis SB Not_applicable	Spain_MCASPE ZN Mytilus edulis SB Not_applicable	biota
France_Le Plec ZN Ruditapes philippinarum SB Not_applicable	France_Le Plec ZN Ruditapes philippinarum SB Not_applicable	biota
France_Les Ecussons ZN Ruditapes philippinarum SB Not_applicable	France_Les Ecussons ZN Ruditapes philippinarum SB Not_applicable	biota
France_Les Presses ZN Ruditapes philippinarum SB Not_applicable	France_Les Presses ZN Ruditapes philippinarum SB Not_applicable	biota
France_Traict Pen Bé ZN Ruditapes philippinarum SB Not_applicable	France_Traict Pen Bé ZN Ruditapes philippinarum SB Not_applicable	biota
France_Vert Bois ZN Donax trunculus SB Not_applicable	France_Vert Bois ZN Donax trunculus SB Not_applicable	biota
France_Fort Larron ZN Ruditapes philippinarum SB Not_applicable	France_Fort Larron ZN Ruditapes philippinarum SB Not_applicable	biota
France_Golf ZN Donax trunculus SB Not_applicable	France_Golf ZN Donax trunculus SB Not_applicable	biota
France_La Pointe Espagnole ZN Donax trunculus SB Not_applicable	France_La Pointe Espagnole ZN Donax trunculus SB Not_applicable	biota
France_La Touze ZN Ruditapes decussatus SB Not_applicable	France_La Touze ZN Ruditapes decussatus SB Not_applicable	biota
France_La Touze ZN Ruditapes philippinarum SB Not_applicable	France_La Touze ZN Ruditapes philippinarum SB Not_applicable	biota
France_Le Grand Garçon ZN Ruditapes philippinarum SB Not_applicable	France_Le Grand Garçon ZN Ruditapes philippinarum SB Not_applicable	biota
France_Les Rouches ZN Ruditapes philippinarum SB Not_applicable	France_Les Rouches ZN Ruditapes philippinarum SB Not_applicable	biota
France_Plage Benoît 11 ZN Cerastoderma edule SB Not_applicable	France_Plage Benoît 11 ZN Cerastoderma edule SB Not_applicable	biota
France_Pointe Chevalier Ouest ZN Cerastoderma edule SB Not_applicable	France_Pointe Chevalier Ouest ZN Cerastoderma edule SB Not_applicable	biota
France_Grand traict 2 ZN Cerastoderma edule SB Not_applicable	France_Grand traict 2 ZN Cerastoderma edule SB Not_applicable	biota
France_Tronoen ZN Donax trunculus SB Not_applicable	France_Tronoen ZN Donax trunculus SB Not_applicable	biota
France_Les Ecluseaux (terre) ZN Mytilus edulis SB Not_applicable	France_Les Ecluseaux (terre) ZN Mytilus edulis SB Not_applicable	biota
France_Joalland (b) ZN Mytilus edulis SB Not_applicable	France_Joalland (b) ZN Mytilus edulis SB Not_applicable	biota
France_La Sennetière ZN Crassostrea gigas SB Not_applicable	France_La Sennetière ZN Crassostrea gigas SB Not_applicable	biota
France_Escalier Gaillard ZN Crassostrea gigas SB Not_applicable	France_Escalier Gaillard ZN Crassostrea gigas SB Not_applicable	biota
France_Fier d'Ars ZN Crassostrea gigas SB Not_applicable	France_Fier d'Ars ZN Crassostrea gigas SB Not_applicable	biota
France_Fromentine bas ZN Crassostrea gigas SB Not_applicable	France_Fromentine bas ZN Crassostrea gigas SB Not_applicable	biota
France_La Roussellerie ZN Mytilus edulis SB Not_applicable	France_La Roussellerie ZN Mytilus edulis SB Not_applicable	biota
France_Le Martray ZN Crassostrea gigas SB Not_applicable	France_Le Martray ZN Crassostrea gigas SB Not_applicable	biota
France_Paillard ZN Crassostrea gigas SB Not_applicable	France_Paillard ZN Crassostrea gigas SB Not_applicable	biota
France_Penchateau ZN Mytilus edulis SB Not_applicable	France_Penchateau ZN Mytilus edulis SB Not_applicable	biota
France_Perquis ZN Crassostrea gigas SB Not_applicable	France_Perquis ZN Crassostrea gigas SB Not_applicable	biota
France_Filière w ZN Mytilus edulis SB Not_applicable	France_Filière w ZN Mytilus edulis SB Not_applicable	biota
France_Le Croisic ZN Mytilus edulis SB Not_applicable	France_Le Croisic ZN Mytilus edulis SB Not_applicable	biota
France_Bonne Anse - Centre ZN Ruditapes philippinarum SB Not_applicable	France_Bonne Anse - Centre ZN Ruditapes philippinarum SB Not_applicable	biota
France_Agoût ZN Ruditapes philippinarum SB Not_applicable	France_Agoût ZN Ruditapes philippinarum SB Not_applicable	biota
France_Pointe er Fosse ZN Crassostrea gigas SB Not_applicable	France_Pointe er Fosse ZN Crassostrea gigas SB Not_applicable	biota
France_Dunes de Brétignolles ZN Crassostrea gigas SB Not_applicable	France_Dunes de Brétignolles ZN Crassostrea gigas SB Not_applicable	biota
France_Joalland (b) ZN Crassostrea gigas SB Not_applicable	France_Joalland (b) ZN Crassostrea gigas SB Not_applicable	biota
France_Pointe Castelli ZN Mytilus edulis SB Not_applicable	France_Pointe Castelli ZN Mytilus edulis SB Not_applicable	biota
France_Saumonards Filières ZN Mytilus edulis SB Not_applicable	France_Saumonards Filières ZN Mytilus edulis SB Not_applicable	biota
France_Ile d'Yeu est ZN Mytilus edulis SB Not_applicable	France_Ile d'Yeu est ZN Mytilus edulis SB Not_applicable	biota
France_Pontaillac ZN Crassostrea gigas SB Not_applicable	France_Pontaillac ZN Crassostrea gigas SB Not_applicable	biota
France_L'Eguille ZN Crassostrea gigas SB Not_applicable	France_L'Eguille ZN Crassostrea gigas SB Not_applicable	biota
France_La Pointe de la Roche ZN Mytilus edulis SB Not_applicable	France_La Pointe de la Roche ZN Mytilus edulis SB Not_applicable	biota
France_Riec sur Belon ZN Crassostrea gigas SB Not_applicable	France_Riec sur Belon ZN Crassostrea gigas SB Not_applicable	biota
France_Rivedoux ZN Crassostrea gigas SB Not_applicable	France_Rivedoux ZN Crassostrea gigas SB Not_applicable	biota
France_Roguedas ZN Crassostrea gigas SB Not_applicable	France_Roguedas ZN Crassostrea gigas SB Not_applicable	biota
France_Adour marégraphe ZN Crassostrea gigas SB Not_applicable	France_Adour marégraphe ZN Crassostrea gigas SB Not_applicable	biota
France_Baie de l'Aiguillon ZN Crassostrea gigas SB Not_applicable	France_Baie de l'Aiguillon ZN Crassostrea gigas SB Not_applicable	biota
France_Beg er Vil ZN Crassostrea gigas SB Not_applicable	France_Beg er Vil ZN Crassostrea gigas SB Not_applicable	biota
France_Bonne Anse - Palmyre ZN Crassostrea gigas SB Not_applicable	France_Bonne Anse - Palmyre ZN Crassostrea gigas SB Not_applicable	biota
France_Bourgneuf - Coupelasse ZN Crassostrea gigas SB Not_applicable	France_Bourgneuf - Coupelasse ZN Crassostrea gigas SB Not_applicable	biota
France_Boyardville ZN Crassostrea gigas SB Not_applicable	France_Boyardville ZN Crassostrea gigas SB Not_applicable	biota
France_Cap Ferret ZN Crassostrea gigas SB Not_applicable	France_Cap Ferret ZN Crassostrea gigas SB Not_applicable	biota
France_Capbreton ouest ZN Mytilus edulis SB Not_applicable	France_Capbreton ouest ZN Mytilus edulis SB Not_applicable	biota
France_Châtelaillon ZN Crassostrea gigas SB Not_applicable	France_Châtelaillon ZN Crassostrea gigas SB Not_applicable	biota
France_Dagnas ZN Crassostrea gigas SB Not_applicable	France_Dagnas ZN Crassostrea gigas SB Not_applicable	biota
France_La Fosse ZN Crassostrea gigas SB Not_applicable	France_La Fosse ZN Crassostrea gigas SB Not_applicable	biota
France_Le Guilvin ZN Crassostrea gigas SB Not_applicable	France_Le Guilvin ZN Crassostrea gigas SB Not_applicable	biota
France_Les Palles ZN Crassostrea gigas SB Not_applicable	France_Les Palles ZN Crassostrea gigas SB Not_applicable	biota
France_Men er Roue ZN Crassostrea gigas SB Not_applicable	France_Men er Roue ZN Crassostrea gigas SB Not_applicable	biota
France_Talmont ZN Crassostrea gigas SB Not_applicable	France_Talmont ZN Crassostrea gigas SB Not_applicable	biota
France_Hossegor limite nord parcs ZN Crassostrea gigas SB Not_applicable	France_Hossegor limite nord parcs ZN Crassostrea gigas SB Not_applicable	biota
France_Suguensou ZN Crassostrea gigas SB Not_applicable	France_Suguensou ZN Crassostrea gigas SB Not_applicable	biota
France_Mus de loup ZN Crassostrea gigas SB Not_applicable	France_Mus de loup ZN Crassostrea gigas SB Not_applicable	biota
France_Noirmoutier - Gresse-loup ZN Crassostrea gigas SB Not_applicable	France_Noirmoutier - Gresse-loup ZN Crassostrea gigas SB Not_applicable	biota
France_Pointe de Mousterlin ZN Mytilus edulis SB Not_applicable	France_Pointe de Mousterlin ZN Mytilus edulis SB Not_applicable	biota
France_Pointe de Chemoulin ZN Mytilus edulis SB Not_applicable	France_Pointe de Chemoulin ZN Mytilus edulis SB Not_applicable	biota
France_Pointe er Fosse ZN Mytilus edulis SB Not_applicable	France_Pointe er Fosse ZN Mytilus edulis SB Not_applicable	biota
France_Barres de Pen Bron 1 ZN Mytilus edulis SB Not_applicable	France_Barres de Pen Bron 1 ZN Mytilus edulis SB Not_applicable	biota
France_Ciboure - La Nivelle ZN Crassostrea gigas SB Not_applicable	France_Ciboure - La Nivelle ZN Crassostrea gigas SB Not_applicable	biota
France_Comprian ZN Crassostrea gigas SB Not_applicable	France_Comprian ZN Crassostrea gigas SB Not_applicable	biota
France_Ile Dumet (a) ZN Mytilus edulis SB Not_applicable	France_Ile Dumet (a) ZN Mytilus edulis SB Not_applicable	biota
France_La Mouclière ZN Mytilus edulis SB Not_applicable	France_La Mouclière ZN Mytilus edulis SB Not_applicable	biota
France_Le Halguen ZN Mytilus edulis SB Not_applicable	France_Le Halguen ZN Mytilus edulis SB Not_applicable	biota
France_Les Jacquets ZN Crassostrea gigas SB Not_applicable	France_Les Jacquets ZN Crassostrea gigas SB Not_applicable	biota
France_La Jument ZN Mytilus edulis SB Not_applicable	France_La Jument ZN Mytilus edulis SB Not_applicable	biota
France_Pen Bé ZN Mytilus edulis SB Not_applicable	France_Pen Bé ZN Mytilus edulis SB Not_applicable	biota
Norway_11G Brashavn MBSN+ Nucella lapillus SB Not_applicable	Norway_11G Brashavn MBSN+ Nucella lapillus SB Not_applicable	biota
Norway_98G Svolvær area MBSN+ Nucella lapillus SB Not_applicable	Norway_98G Svolvær area MBSN+ Nucella lapillus SB Not_applicable	biota
Iceland_Hvammsvík Hvalfjordur MBSN+ Nucella lapillus SB Not_applicable	Iceland_Hvammsvík Hvalfjordur MBSN+ Nucella lapillus SB Not_applicable	biota
Iceland_Straumur Straumsvik MBSN+ Nucella lapillus SB Not_applicable	Iceland_Straumur Straumsvik MBSN+ Nucella lapillus SB Not_applicable	biota
France_Bréville MBSN+ Mytilus edulis SB Not_applicable	France_Bréville MBSN+ Mytilus edulis SB Not_applicable	biota
France_Fermanville MBSN+ Crassostrea gigas SB Not_applicable	France_Fermanville MBSN+ Crassostrea gigas SB Not_applicable	biota
France_Pointe de St Quentin MBSN+ Mytilus edulis SB Not_applicable	France_Pointe de St Quentin MBSN+ Mytilus edulis SB Not_applicable	biota
France_Port en Bessin MBSN+ Mytilus edulis SB Not_applicable	France_Port en Bessin MBSN+ Mytilus edulis SB Not_applicable	biota
France_St Germain de Varreville MBSN+ Mytilus edulis SB Not_applicable	France_St Germain de Varreville MBSN+ Mytilus edulis SB Not_applicable	biota
